patent_id,uspc_subclass_title
6691095,FUZZY LOGIC
6693546,Environment
6694224,Genetic algorithm and genetic programming system
6694298,Medical
6694301,Classification or recognition
6694301,Learning method
6694301,Structure
6694303,HAVING PARTICULAR USER INTERFACE
6694303,Knowledge representation and reasoning technique
6694311,Learning method
6694329,"Semantic network (e.g., conceptual dependency, fact based structure)"
6697504,Classification or recognition
6697707,Control
6697707,KNOWLEDGE PROCESSING SYSTEM
6697769,"Semantic network (e.g., conceptual dependency, fact based structure)"
6697769,Constraint optimization problem solving
6697769,Classification or recognition
6697789,HAVING PARTICULAR USER INTERFACE
6697789,ADAPTIVE SYSTEM
6697790,ADAPTIVE SYSTEM
6697790,Business
6697799,MACHINE LEARNING
6697799,KNOWLEDGE PROCESSING SYSTEM
6697998,KNOWLEDGE PROCESSING SYSTEM
6700648,Control
6701195,Having specific pattern matching or control technique
6701195,Ruled
6701305,Knowledge representation and reasoning technique
6701305,MACHINE LEARNING
6701516,Ruled
6701516,"Semantic network (e.g., conceptual dependency, fact based structure)"
6704459,NEURAL NETWORK
6704717,Learning method
6704717,Learning task
6704717,Having specific management of a knowledge base
6704718,Learning task
6704718,NEURAL NETWORK
6704719,Frame
6708155,Constraint optimization problem solving
6708160,Control
6708160,NEURAL NETWORK
6711467,HAVING PARTICULAR USER INTERFACE
6711485,FUZZY LOGIC
6711485,"Reasoning under uncertainty (e.g., fuzzy logic)"
6711556,Fuzzy neural network
6711556,FUZZY LOGIC HARDWARE
6714874,Genetic algorithm and genetic programming system
6714923,Ruled
6714924,Digital neural network
6714924,Fuzzy neural network
6714924,Multilayer feedforward
6714924,By neural network
6714925,Learning task
6714967,KNOWLEDGE PROCESSING SYSTEM
6714967,Ruled
6718270,Control
6718289,MACHINE LEARNING
6718315,ADAPTIVE SYSTEM
6718315,Knowledge representation and reasoning technique
6718316,Learning method
6718316,"Signal processing (e.g., filter)"
6718317,"Semantic network (e.g., conceptual dependency, fact based structure)"
6718318,KNOWLEDGE PROCESSING SYSTEM
6718318,Knowledge representation and reasoning technique
6718343,Knowledge representation and reasoning technique
6718358,PLURAL PROCESSING SYSTEMS
6718367,MACHINE LEARNING
6718367,KNOWLEDGE PROCESSING SYSTEM
6718367,Ruled
6718368,MACHINE LEARNING
6718368,KNOWLEDGE PROCESSING SYSTEM
6718368,Ruled
6721453,"Reasoning under uncertainty (e.g., fuzzy logic)"
6721453,Classification or recognition
6721606,HAVING PARTICULAR USER INTERFACE
6721614,"Designing, planning, programming, CAD, CASE"
6721647,Genetic algorithm and genetic programming system
6721719,Having specific pattern matching or control technique
6721720,KNOWLEDGE PROCESSING SYSTEM
6721720,MACHINE LEARNING
6721734,"Semantic network (e.g., conceptual dependency, fact based structure)"
6722173,Learning task
6722173,Control
6722973,Temporal logic
6724364,Prediction
6724364,Learning task
6724364,NEURAL NETWORK
6725100,FUZZY LOGIC
6725207,NEURAL NETWORK
6725207,MACHINE LEARNING
6725208,Prediction
6725208,Process plant
6725208,Process plant
6725210,Having specific management of a knowledge base
6725398,Ruled
6727814,Medical
6728581,"Designing, planning, programming, CAD, CASE"
6728581,Vehicle or aerospace
6728687,"Digital fuzzy computer (e.g., controller)"
6728689,Knowledge representation and reasoning technique
6728689,Ruled
6728689,Classification or recognition
6728689,MACHINE LEARNING
6728690,MACHINE LEARNING
6728691,ADAPTIVE SYSTEM
6728692,Knowledge representation and reasoning technique
6728692,Ruled
6728695,Prediction
6731990,Prediction
6732082,MISCELLANEOUS
6732083,Classification or recognition
6735482,Structure
6735482,"Signal processing (e.g., filter)"
6735576,Fuzzy neural network
6735576,"Analog fuzzy computer (e.g., controller)"
6735576,KNOWLEDGE PROCESSING SYSTEM
6735578,ADAPTIVE SYSTEM
6735578,Modifiable weight
6735580,Recurrent
6735580,Business
6735581,KNOWLEDGE PROCESSING SYSTEM
6735581,Knowledge representation and reasoning technique
6735630,Semiconductor neural network
6735772,Modular
6738753,Genetic algorithm and genetic programming system
6741568,Learning task
6741568,NEURAL NETWORK
6741744,KNOWLEDGE PROCESSING SYSTEM
6741973,Ruled
6741974,Genetic algorithm and genetic programming system
6741974,ADAPTIVE SYSTEM
6741975,Having specific pattern matching or control technique
6741975,KNOWLEDGE PROCESSING SYSTEM
6741976,Knowledge acquisition by a knowledge processing system
6741976,Ruled
6741976,Medical
6741992,Ruled
6741992,"Semantic network (e.g., conceptual dependency, fact based structure)"
6742141,KNOWLEDGE PROCESSING SYSTEM
6745130,Genetic algorithm and genetic programming system
6745156,Classification or recognition
6745157,NEURAL NETWORK
6745157,ADAPTIVE SYSTEM
6745157,KNOWLEDGE PROCESSING SYSTEM
6745157,"Signal processing (e.g., filter)"
6745158,Control
6745167,Fuzzy neural network
6745169,Learning method
6745171,Knowledge representation and reasoning technique
6745184,KNOWLEDGE PROCESSING SYSTEM
6745184,"Reasoning under uncertainty (e.g., fuzzy logic)"
6745184,Having specific pattern matching or control technique
6747675,MACHINE LEARNING
6747675,Having specific management of a knowledge base
6747675,KNOWLEDGE PROCESSING SYSTEM
6748369,"Reasoning under uncertainty (e.g., fuzzy logic)"
6748369,Creation or modification
6748370,PLURAL PROCESSING SYSTEMS
6751508,"Semantic network (e.g., conceptual dependency, fact based structure)"
6751599,Ruled
6751600,Creation or modification
6751600,APPLICATION USING AI WITH DETAIL OF THE AI SYSTEM
6751601,Recurrent
6751615,Business
6751621,"Semantic network (e.g., conceptual dependency, fact based structure)"
6751735,Computer program preparation
6751735,Having specific management of a knowledge base
6751735,Ruled
6751735,"Layout (e.g., circuit, construction)"
6751735,"Designing, planning, programming, CAD, CASE"
6754589,Learning method
6754644,NEURAL NETWORK
6754644,Structure
6754644,Learning method
6754644,ADAPTIVE SYSTEM
6754645,Analog neural network
6754645,Semiconductor neural network
6754647,Classification or recognition
6754647,Fuzzy inference processing
6757569,FUZZY LOGIC
6757570,ADAPTIVE SYSTEM
6757571,NEURAL NETWORK
6757571,Classification or recognition
6757571,Learning task
6757593,Having specific pattern matching or control technique
6757665,Having function generator
6757665,Power plant
6757665,Process plant
6757665,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
6757665,Vehicle or aerospace
6757666,Learning task
6757667,Prediction
6757668,Knowledge acquisition by a knowledge processing system
6757668,Ruled
6760639,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
6760713,"Reasoning under uncertainty (e.g., fuzzy logic)"
6760715,MACHINE LEARNING
6760715,Classification or recognition
6760715,KNOWLEDGE PROCESSING SYSTEM
6760715,Learning method
6760716,ADAPTIVE SYSTEM
6760717,Knowledge representation and reasoning technique
6763276,Constraint optimization problem solving
6763337,Fuzzy inference processing
6763338,Genetic algorithm and genetic programming system
6763338,NEURAL NETWORK
6763339,Learning task
6763339,NEURAL NETWORK
6763340,Semiconductor neural network
6763340,Radiant energy neural network
6763341,Ruled
6763341,Having specific management of a knowledge base
6763342,Creation or modification
6763342,Expert system shell or tool
6763342,KNOWLEDGE PROCESSING SYSTEM
6763354,Expert system shell or tool
6763354,Knowledge representation and reasoning technique
6763354,Ruled
6763354,Predicate logic or predicate calculus
6763354,Knowledge acquisition by a knowledge processing system
6766309,Fuzzy inference processing
6766309,"Digital fuzzy computer (e.g., controller)"
6766497,Classification or recognition
6767325,KNOWLEDGE PROCESSING SYSTEM
6768515,NEURAL NETWORK
6768927,Learning task
6768927,Modifiable weight
6768927,NEURAL NETWORK
6768972,Learning task
6768982,Knowledge representation and reasoning technique
6768983,Classification or recognition
6769016,Classification or recognition
6771819,Electronic or computer (internal or network) circuit
6772019,KNOWLEDGE PROCESSING SYSTEM
6772019,Having function calculator
6772019,Knowledge representation and reasoning technique
6772019,Having specific management of a knowledge base
6772037,Constraint optimization problem solving
6772037,Business
6772085,"Analog fuzzy computer (e.g., controller)"
6772103,NEURAL NETWORK
6772103,"Semantic network (e.g., conceptual dependency, fact based structure)"
6772103,Ruled
6772134,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
6772134,FUZZY LOGIC
6772134,Fuzzy neural network
6772134,Earth science
6772134,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
6772143,Ruled
6772143,KNOWLEDGE PROCESSING SYSTEM
6772149,MACHINE LEARNING
6772149,KNOWLEDGE PROCESSING SYSTEM
6772149,Learning task
6772160,Knowledge acquisition by a knowledge processing system
6772160,Having specific management of a knowledge base
6772190,HAVING PARTICULAR USER INTERFACE
6775594,Power plant
6775657,Having specific management of a knowledge base
6775834,Medical
6778704,Structure
6778704,Learning method
6778704,Classification or recognition
6778970,Analogical reasoning system
6778986,Knowledge acquisition by a knowledge processing system
6778986,Multilayer feedforward
6780322,"Reasoning under uncertainty (e.g., fuzzy logic)"
6780322,Ruled
6782372,Fuzzy neural network
6782372,Having specific pattern matching or control technique
6782372,"Reasoning under uncertainty (e.g., fuzzy logic)"
6782373,Structure
6782373,Architecture
6782374,NEURAL NETWORK
6782375,NEURAL NETWORK
6782376,KNOWLEDGE PROCESSING SYSTEM
6782376,Having specific pattern matching or control technique
6782377,Prediction
6782391,KNOWLEDGE PROCESSING SYSTEM
6782391,Having specific management of a knowledge base
6782423,Creation or modification
6782532,Genetic algorithm and genetic programming system
6785664,Knowledge acquisition by a knowledge processing system
6785664,Knowledge representation and reasoning technique
6785665,KNOWLEDGE PROCESSING SYSTEM
6789051,Power plant
6789069,KNOWLEDGE PROCESSING SYSTEM
6789070,Constraint optimization problem solving
6789620,NEURAL NETWORK
6789620,"Geological (e.g., seismology)"
6792412,Modifiable weight
6792413,Learning task
6792418,Classification or recognition
6792418,NEURAL NETWORK
6795794,PLURAL PROCESSING SYSTEMS
6795795,"Reasoning under uncertainty (e.g., fuzzy logic)"
6795795,ADAPTIVE SYSTEM
6795799,Process plant
6799105,Vehicle or aerospace
6799168,FUZZY LOGIC HARDWARE
6799169,KNOWLEDGE PROCESSING SYSTEM
6799169,MACHINE LEARNING
6799170,Learning method
6799170,"Signal processing (e.g., filter)"
6799171,Recurrent
6799171,Classification or recognition
6799181,Prediction
6801655,Parallel connection
6801655,NEURAL NETWORK
6801810,Prediction
6801879,"Analog fuzzy computer (e.g., controller)"
6801912,ADAPTIVE SYSTEM
6801937,Having specific management of a knowledge base
6804391,KNOWLEDGE PROCESSING SYSTEM
6804575,Genetic algorithm and genetic programming system
6804661,MACHINE LEARNING
6804661,Learning task
6804669,KNOWLEDGE PROCESSING SYSTEM
6805668,Medical
6807395,Education or instruction
6807449,"Reasoning under uncertainty (e.g., fuzzy logic)"
6807449,Control
6807491,Genetic algorithm and genetic programming system
6807535,Having function generator
6807535,"Digital fuzzy computer (e.g., controller)"
6807535,KNOWLEDGE PROCESSING SYSTEM
6807537,KNOWLEDGE PROCESSING SYSTEM
6807652,Genetic algorithm and genetic programming system
6808630,Control
6809558,Semiconductor neural network
6810368,"Reasoning under uncertainty (e.g., fuzzy logic)"
6810368,Learning task
6810368,Learning method
6810391,Learning task
6810391,Medical
6810391,Having specific management of a knowledge base
6810391,KNOWLEDGE PROCESSING SYSTEM
6810391,Expert system shell or tool
6813615,KNOWLEDGE PROCESSING SYSTEM
6813615,Ruled
6816846,KNOWLEDGE PROCESSING SYSTEM
6816846,Learning task
6816847,Classification or recognition
6816847,Association
6816848,Knowledge representation and reasoning technique
6819962,Constraint optimization problem solving
6819962,Classification or recognition
6820044,Having specific pattern matching or control technique
6820053,Learning method
6820053,Multilayer feedforward
6820053,"Signal processing (e.g., filter)"
6820069,KNOWLEDGE PROCESSING SYSTEM
6820069,Ruled
6820071,KNOWLEDGE PROCESSING SYSTEM
6820072,Expert system shell or tool
6820089,NEURAL NETWORK
6822554,Medical
6823323,Learning method
6823323,ADAPTIVE SYSTEM
6823325,Knowledge acquisition by a knowledge processing system
6826518,PLURAL PROCESSING SYSTEMS
6826549,KNOWLEDGE PROCESSING SYSTEM
6826549,MACHINE LEARNING
6826550,Multilayer feedforward
6826550,Recurrent
6826552,KNOWLEDGE PROCESSING SYSTEM
6826552,Knowledge representation and reasoning technique
6826683,Having specific management of a knowledge base
6829598,Semiconductor neural network
6830606,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
6832214,Architecture
6832214,Recurrent
6836708,MACHINE LEARNING
6836766,Knowledge representation and reasoning technique
6836770,Non
6839682,By neural network
6839698,Fuzzy neural network
6842744,"Reasoning under uncertainty (e.g., fuzzy logic)"
6842745,Digital neural network
6842751,MACHINE LEARNING
6842751,Classification or recognition
6842751,ADAPTIVE SYSTEM
6844582,Analog neural network
6844582,Semiconductor neural network
6844582,Modifiable weight
6845213,Classification or recognition
6845289,Control
6845289,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
6845336,By neural network
6845336,NEURAL NETWORK
6846298,Medical
6847850,Process plant
6847954,Fuzzy neural network
6847954,ADAPTIVE SYSTEM
6847957,Expert system shell or tool
6850627,"Reasoning under uncertainty (e.g., fuzzy logic)"
6850813,"Designing, planning, programming, CAD, CASE"
6850869,Having specific management of a knowledge base
6850920,Classification or recognition
6850921,Learning task
6850921,Learning method
6850923,KNOWLEDGE PROCESSING SYSTEM
6850923,Knowledge representation and reasoning technique
6850924,Constraint optimization problem solving
6853889,Vehicle or aerospace
6853930,Power plant
6853930,APPLICATION USING AI WITH DETAIL OF THE AI SYSTEM
6853966,Knowledge representation and reasoning technique
6856983,Multilayer feedforward
6856983,ADAPTIVE SYSTEM
6856987,Knowledge representation and reasoning technique
6858821,Prediction
6859672,Prediction
6859676,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
6859796,KNOWLEDGE PROCESSING SYSTEM
6860845,FUZZY LOGIC
6862559,KNOWLEDGE PROCESSING SYSTEM
6862559,"Semantic network (e.g., conceptual dependency, fact based structure)"
6862574,Architecture
6862584,Electronic or computer (internal or network) circuit
6862584,Electronic or computer (internal or network) circuit
6863161,Elevator
6865368,Education or instruction
6865370,Education or instruction
6865517,Information retrieval or information management
6865562,MACHINE LEARNING
6865562,APPLICATION USING AI WITH DETAIL OF THE AI SYSTEM
6865563,Semiconductor neural network
6865564,MACHINE LEARNING
6865564,ADAPTIVE SYSTEM
6865565,KNOWLEDGE PROCESSING SYSTEM
6865565,Knowledge representation and reasoning technique
6865566,Knowledge representation and reasoning technique
6865566,KNOWLEDGE PROCESSING SYSTEM
6868178,"Reasoning under uncertainty (e.g., fuzzy logic)"
6868342,Classification or recognition
6868370,Knowledge representation and reasoning technique
6868409,MACHINE LEARNING
6868409,Having specific management of a knowledge base
6868411,MACHINE LEARNING
6868411,ADAPTIVE SYSTEM
6868412,Knowledge representation and reasoning technique
6868413,APPLICATION USING AI WITH DETAIL OF THE AI SYSTEM
6868413,Creation or modification
6868900,"Digital fuzzy computer (e.g., controller)"
6869538,FUZZY LOGIC
6869538,Fuzzy inference processing
6869538,FUZZY LOGIC HARDWARE
6871163,Ruled
6871186,HAVING PARTICULAR USER INTERFACE
6871186,Classification or recognition
6871186,KNOWLEDGE PROCESSING SYSTEM
6871186,MACHINE LEARNING
6871186,"Reasoning under uncertainty (e.g., fuzzy logic)"
6871186,Learning task
6871196,KNOWLEDGE PROCESSING SYSTEM
6871197,ADAPTIVE SYSTEM
6871197,MACHINE LEARNING
6873994,Parallel connection
6874000,Medical
6874127,KNOWLEDGE PROCESSING SYSTEM
6874127,ADAPTIVE SYSTEM
6876317,Learning task
6876317,NEURAL NETWORK
6876987,MACHINE LEARNING
6876987,HAVING PARTICULAR USER INTERFACE
6876988,Structure
6876988,Learning method
6876989,Multilayer feedforward
6876990,Knowledge representation and reasoning technique
6876990,Ruled
6876991,Ruled
6876991,KNOWLEDGE PROCESSING SYSTEM
6877051,KNOWLEDGE PROCESSING SYSTEM
6879253,Fuzzy inference processing
6879253,Learning task
6879718,Prediction
6879718,Classification or recognition
6879944,Learning method
6879944,MACHINE LEARNING
6879944,Learning task
6879967,KNOWLEDGE PROCESSING SYSTEM
6879968,NEURAL NETWORK
6879969,MACHINE LEARNING
6879971,Control
6879971,Control
6879971,Power plant
6879971,Process plant
6879971,NEURAL NETWORK
6879972,Business
6879972,ADAPTIVE SYSTEM
6882959,Learning task
6882959,"Reasoning under uncertainty (e.g., fuzzy logic)"
6882961,Analogical reasoning system
6882961,Genetic algorithm and genetic programming system
6882961,KNOWLEDGE PROCESSING SYSTEM
6882961,MACHINE LEARNING
6882988,Genetic algorithm and genetic programming system
6882988,MACHINE LEARNING
6882990,MACHINE LEARNING
6882991,Having specific management of a knowledge base
6882992,Learning task
6883101,KNOWLEDGE PROCESSING SYSTEM
6883101,Fuzzy inference processing
6883148,Ruled
6883148,Simulation
6885320,Neural simulation environment
6886002,APPLICATION USING AI WITH DETAIL OF THE AI SYSTEM
6886002,HAVING PARTICULAR USER INTERFACE
6886003,Genetic algorithm and genetic programming system
6886003,ADAPTIVE SYSTEM
6889215,MACHINE LEARNING
6889215,"Reasoning under uncertainty (e.g., fuzzy logic)"
6889217,Learning method
6889217,Constraint optimization problem solving
6889217,Architecture
6889218,Knowledge representation and reasoning technique
6889218,Ruled
6889219,Knowledge representation and reasoning technique
6889219,ADAPTIVE SYSTEM
6892111,Nonmedical diagnostics
6892164,FUZZY LOGIC HARDWARE
6892188,ADAPTIVE SYSTEM
6892188,MACHINE LEARNING
6892191,NEURAL NETWORK
6892191,Genetic algorithm and genetic programming system
6892192,Knowledge acquisition by a knowledge processing system
6892192,KNOWLEDGE PROCESSING SYSTEM
6892192,MACHINE LEARNING
6892194,Association
6894639,NEURAL NETWORK
6895286,Genetic algorithm and genetic programming system
6895286,Fuzzy inference processing
6895287,Process plant
6895396,Medical
6895396,Prediction
6895397,Having specific management of a knowledge base
6895397,Creation or modification
6895398,KNOWLEDGE PROCESSING SYSTEM
6895405,Having specific pattern matching or control technique
6895405,KNOWLEDGE PROCESSING SYSTEM
6895573,Ruled
6895573,Propositional logic
6895575,KNOWLEDGE PROCESSING SYSTEM
6898469,Learning task
6898469,NEURAL NETWORK
6898469,ADAPTIVE SYSTEM
6898528,"Reasoning under uncertainty (e.g., fuzzy logic)"
6898582,Recurrent
6898582,NEURAL NETWORK
6898583,Constraint optimization problem solving
6898583,NEURAL NETWORK
6898583,Approximation
6898585,Defuzzification processing
6898585,ADAPTIVE SYSTEM
6898585,Fuzzy neural network
6898585,Having function calculator
6898585,By neural network
6898585,FUZZY LOGIC HARDWARE
6898585,"Analog fuzzy computer (e.g., controller)"
6898585,"Digital fuzzy computer (e.g., controller)"
6898585,Having function generator
6898585,Fuzzy inference processing
6898585,KNOWLEDGE PROCESSING SYSTEM
6898761,Genetic algorithm and genetic programming system
6901301,KNOWLEDGE PROCESSING SYSTEM
6901301,Knowledge acquisition by a knowledge processing system
6901301,Having specific management of a knowledge base
6901365,Classification or recognition
6901389,"Analog fuzzy computer (e.g., controller)"
6901390,HAVING PARTICULAR USER INTERFACE
6901390,PLURAL PROCESSING SYSTEMS
6901393,KNOWLEDGE PROCESSING SYSTEM
6901393,Ruled
6901394,Knowledge representation and reasoning technique
6904422,Genetic algorithm and genetic programming system
6907312,Genetic algorithm and genetic programming system
6907391,KNOWLEDGE PROCESSING SYSTEM
6907397,MISCELLANEOUS
6907397,"Semantic network (e.g., conceptual dependency, fact based structure)"
6907397,Blackboard system
6907412,Association
6907412,Learning method
6907414,Knowledge representation and reasoning technique
6907414,KNOWLEDGE PROCESSING SYSTEM
6907416,ADAPTIVE SYSTEM
6907424,MACHINE LEARNING
6907426,Having specific pattern matching or control technique
6907545,Ruled
6907545,Knowledge representation and reasoning technique
6907545,Frame
6907545,KNOWLEDGE PROCESSING SYSTEM
6907571,HAVING PARTICULAR USER INTERFACE
6910003,KNOWLEDGE PROCESSING SYSTEM
6910027,Ruled
6910027,KNOWLEDGE PROCESSING SYSTEM
6910028,MACHINE LEARNING
6910028,ADAPTIVE SYSTEM
6910030,Constraint optimization problem solving
6910030,Genetic algorithm and genetic programming system
6910156,Process plant
6910192,Genetic algorithm and genetic programming system
6912515,ADAPTIVE SYSTEM
6912515,MACHINE LEARNING
6912547,Communication
6912700,KNOWLEDGE PROCESSING SYSTEM
6912700,Semiconductor neural network
6912700,Genetic algorithm and genetic programming system
6912700,Learning task
6913117,Elevator
6915285,Knowledge representation and reasoning technique
6915285,Ruled
6917839,NEURAL NETWORK
6917839,Learning task
6917839,ADAPTIVE SYSTEM
6917845,KNOWLEDGE PROCESSING SYSTEM
6917906,Knowledge representation and reasoning technique
6917925,Fuzzy inference processing
6917925,Having function calculator
6917925,Defuzzification processing
6917925,"Analog fuzzy computer (e.g., controller)"
6917925,By neural network
6917925,"Digital fuzzy computer (e.g., controller)"
6917925,Fuzzy neural network
6917925,FUZZY LOGIC HARDWARE
6917925,Having function generator
6917927,Knowledge representation and reasoning technique
6917927,KNOWLEDGE PROCESSING SYSTEM
6917928,Expert system shell or tool
6917943,"Semantic network (e.g., conceptual dependency, fact based structure)"
6917952,Knowledge representation and reasoning technique
6920368,Prediction
6920368,MACHINE LEARNING
6920368,Control
6920368,Learning method
6920368,"Beamforming (e.g., target location, radar)"
6920368,Learning task
6920439,Learning task
6920439,NEURAL NETWORK
6920440,NEURAL NETWORK
6920616,Knowledge representation and reasoning technique
6920616,Ruled
6920616,KNOWLEDGE PROCESSING SYSTEM
6920616,Knowledge acquisition by a knowledge processing system
6922036,"Digital fuzzy computer (e.g., controller)"
6922679,PLURAL PROCESSING SYSTEMS
6922679,HAVING PARTICULAR USER INTERFACE
6922680,"Signal processing (e.g., filter)"
6922681,Constraint optimization problem solving
6922683,Knowledge representation and reasoning technique
6922683,KNOWLEDGE PROCESSING SYSTEM
6922684,KNOWLEDGE PROCESSING SYSTEM
6922684,Knowledge representation and reasoning technique
6922689,KNOWLEDGE PROCESSING SYSTEM
6922701,Construction
6923782,Medical
6925452,MACHINE LEARNING
6928434,"Reasoning under uncertainty (e.g., fuzzy logic)"
6928434,Having specific pattern matching or control technique
6928434,KNOWLEDGE PROCESSING SYSTEM
6931383,Prediction
6931385,Ruled
6931385,HAVING PARTICULAR USER INTERFACE
6931386,MACHINE LEARNING
6931386,ADAPTIVE SYSTEM
6931387,KNOWLEDGE PROCESSING SYSTEM
6931387,Radiant energy neural network
6931392,Creation or modification
6934405,Classification or recognition
6934670,By neural network
6934695,Non
6934696,Knowledge representation and reasoning technique
6934696,HAVING PARTICULAR USER INTERFACE
6934905,Knowledge representation and reasoning technique
6934905,KNOWLEDGE PROCESSING SYSTEM
6934905,HAVING PARTICULAR USER INTERFACE
6934905,Expert system shell or tool
6937965,MACHINE LEARNING
6938024,Knowledge representation and reasoning technique
6938049,ADAPTIVE SYSTEM
6940403,Medical
6940429,NEURAL NETWORK
6941177,Prediction
6941177,Constraint optimization problem solving
6941254,Structure
6941254,Neural simulation environment
6941254,Learning method
6941287,Knowledge representation and reasoning technique
6941287,ADAPTIVE SYSTEM
6941288,Knowledge representation and reasoning technique
6941288,ADAPTIVE SYSTEM
6941289,Constraint optimization problem solving
6941289,Learning task
6941290,KNOWLEDGE PROCESSING SYSTEM
6944580,KNOWLEDGE PROCESSING SYSTEM
6944602,Knowledge representation and reasoning technique
6944602,ADAPTIVE SYSTEM
6944603,"Semantic network (e.g., conceptual dependency, fact based structure)"
6944603,Ruled
6944604,Ruled
6944604,Knowledge representation and reasoning technique
6944605,Knowledge representation and reasoning technique
6944605,ADAPTIVE SYSTEM
6944607,Classification or recognition
6944616,Learning method
6944616,Learning task
6944616,KNOWLEDGE PROCESSING SYSTEM
6944816,Expert system shell or tool
6945365,Elevator
6945780,KNOWLEDGE PROCESSING SYSTEM
6945780,NEURAL NETWORK
6945781,NEURAL NETWORK
6945781,KNOWLEDGE PROCESSING SYSTEM
6947797,Vehicle or aerospace
6947797,Communication
6947797,Nonmedical diagnostics
6947797,Electronic or computer (internal or network) circuit
6947797,Power plant
6947797,Elevator
6947797,Process plant
6947797,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
6947797,Having specific management of a knowledge base
6947797,Ruled
6947890,Classification or recognition
6947913,Knowledge representation and reasoning technique
6947913,MACHINE LEARNING
6947915,NEURAL NETWORK
6947915,Classification or recognition
6947916,Learning method
6947916,NEURAL NETWORK
6947916,Digital neuron processor
6947917,HAVING PARTICULAR USER INTERFACE
6947917,Knowledge representation and reasoning technique
6947918,MACHINE LEARNING
6947918,ADAPTIVE SYSTEM
6947919,Ruled
6947919,"Mathematics, science, or engineering"
6947966,Knowledge representation and reasoning technique
6948102,NEURAL NETWORK
6948102,Prediction
6948121,Learning task
6948121,Prediction
6950554,NEURAL NETWORK
6950712,Genetic algorithm and genetic programming system
6950712,Fuzzy neural network
6950712,"Digital fuzzy computer (e.g., controller)"
6950793,KNOWLEDGE PROCESSING SYSTEM
6950811,MACHINE LEARNING
6950811,ADAPTIVE SYSTEM
6950812,KNOWLEDGE PROCESSING SYSTEM
6950812,Knowledge representation and reasoning technique
6950813,Ruled
6950813,Knowledge representation and reasoning technique
6950814,Ruled
6950814,Knowledge representation and reasoning technique
6950814,Classification or recognition
6950829,KNOWLEDGE PROCESSING SYSTEM
6952620,Modular
6952620,Structure
6952687,Ruled
6952688,Ruled
6952689,Ruled
6954326,Genetic algorithm and genetic programming system
6954700,Medical
6954713,NEURAL NETWORK
6954730,Having specific pattern matching or control technique
6954730,Medical
6954743,"Digital fuzzy computer (e.g., controller)"
6954743,FUZZY LOGIC HARDWARE
6954744,Learning task
6954745,KNOWLEDGE PROCESSING SYSTEM
6954747,FUZZY LOGIC HARDWARE
6957142,HAVING PARTICULAR USER INTERFACE
6957146,Classification or recognition
6957153,"Reasoning under uncertainty (e.g., fuzzy logic)"
6957153,FUZZY LOGIC
6957201,Control
6957202,"Semantic network (e.g., conceptual dependency, fact based structure)"
6957203,"Signal processing (e.g., filter)"
6957204,NEURAL NETWORK
6957205,Having specific management of a knowledge base
6957205,Creation or modification
6957206,KNOWLEDGE PROCESSING SYSTEM
6957207,Knowledge representation and reasoning technique
6957207,MACHINE LEARNING
6957208,Knowledge representation and reasoning technique
6957208,KNOWLEDGE PROCESSING SYSTEM
6957429,HAVING PARTICULAR USER INTERFACE
6959109,Classification or recognition
6959294,MACHINE LEARNING
6959294,ADAPTIVE SYSTEM
6959306,Genetic algorithm and genetic programming system
6959309,Creation or modification
6961688,KNOWLEDGE PROCESSING SYSTEM
6961718,KNOWLEDGE PROCESSING SYSTEM
6961719,Learning method
6961719,Constraint optimization problem solving
6961720,Learning task
6963862,NEURAL NETWORK
6963862,Structure
6964037,Genetic algorithm and genetic programming system
6964037,NEURAL NETWORK
6964037,Neural simulation environment
6965855,Knowledge representation and reasoning technique
6965885,Learning task
6965885,Learning method
6965887,Business
6965887,Constraint optimization problem solving
6965887,Creation or modification
6965889,Ruled
6965895,Learning method
6966053,Fuzzy inference processing
6968075,"Designing, planning, programming, CAD, CASE"
6968081,Learning method
6968081,Learning task
6968152,Learning task
6968301,Prediction
6968301,Information retrieval or information management
6968326,MACHINE LEARNING
6968326,Knowledge acquisition by a knowledge processing system
6968327,NEURAL NETWORK
6968327,Learning task
6968328,Knowledge acquisition by a knowledge processing system
6968329,KNOWLEDGE PROCESSING SYSTEM
6968517,"Layout (e.g., circuit, construction)"
6968517,Genetic algorithm and genetic programming system
6968533,Knowledge representation and reasoning technique
6970750,Learning task
6970750,ADAPTIVE SYSTEM
6970750,Control
6970750,Learning method
6970857,Neural simulation environment
6970857,Prediction
6970858,ADAPTIVE SYSTEM
6970858,MACHINE LEARNING
6973211,Classification or recognition
6973211,Learning task
6973418,Knowledge representation and reasoning technique
6973418,Genetic algorithm and genetic programming system
6973446,KNOWLEDGE PROCESSING SYSTEM
6975970,Constraint optimization problem solving
6976012,NEURAL NETWORK
6976012,Control
6976013,Structure
6976013,Prediction
6976013,Modular
6978258,FUZZY LOGIC HARDWARE
6978258,ADAPTIVE SYSTEM
